Sno,Htno,Subcode,Subname,Internals,Grade,Credits
357,23JD1A0206,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,20,F,0
358,23JD1A0206,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0
359,23JD1A0206,R2321024,DC MACHINES & TRANSFORMERS,17,F,0
360,23JD1A0401,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,21,F,0
361,23JD1A0402,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,B,3
362,23JD1A0404,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,E,3
363,23JD1A0405,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,21,B,3
364,23JD1A0405,R2321042,SIGNALS AND SYSTEMS,15,ABSENT,0
365,23JD1A0405,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,ABSENT,0
366,23JD1A0414,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,F,0
367,23JD1A0416,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,15,F,0
368,23JD1A0416,R2321042,SIGNALS AND SYSTEMS,15,ABSENT,0
369,23JD1A0416,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,ABSENT,0
370,23JD1A0416,R2321044,SWITCHING THEORY AND LOGIC DESIGN,20,ABSENT,0
371,23JD1A0418,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,F,0
372,23JD1A0426,R2321043,ELECTRONIC DEVICES AND CIRCUITS,15,F,0
373,23JD1A0426,R2321044,SWITCHING THEORY AND LOGIC DESIGN,22,F,0
374,23JD1A0428,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,20,B,3
375,23JD1A0431,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,F,0
376,23JD1A0431,R2321042,SIGNALS AND SYSTEMS,20,E,3
377,23JD1A0431,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,E,3
378,23JD1A0431,R2321044,SWITCHING THEORY AND LOGIC DESIGN,19,E,3
379,23JD1A0433,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,21,D,3
380,23JD1A0435,R2321042,SIGNALS AND SYSTEMS,17,D,3
381,23JD1A0435,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,E,3
382,23JD1A0435,R2321044,SWITCHING THEORY AND LOGIC DESIGN,16,F,0
383,23JD1A0439,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,F,0
384,23JD1A0439,R2321042,SIGNALS AND SYSTEMS,16,F,0
385,23JD1A0439,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,F,0
386,23JD1A0439,R2321044,SWITCHING THEORY AND LOGIC DESIGN,17,F,0
387,23JD1A0446,R2321042,SIGNALS AND SYSTEMS,21,F,0
388,23JD1A0446,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,ABSENT,0
389,23JD1A0451,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,C,3
390,23JD1A0451,R2321042,SIGNALS AND SYSTEMS,20,E,3
391,23JD1A0451,R2321044,SWITCHING THEORY AND LOGIC DESIGN,18,E,3
392,23JD1A0455,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,F,0
393,23JD1A0458,R2321043,ELECTRONIC DEVICES AND CIRCUITS,16,E,3
394,23JD1A0459,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,17,E,3
395,23JD1A0464,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,F,0
396,23JD1A0464,R2321042,SIGNALS AND SYSTEMS,22,D,3
397,23JD1A0464,R2321044,SWITCHING THEORY AND LOGIC DESIGN,23,D,3
398,23JD1A0465,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,21,B,3
399,23JD1A0465,R2321043,ELECTRONIC DEVICES AND CIRCUITS,17,E,3
400,23JD1A0466,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,F,0
401,23JD1A0466,R2321042,SIGNALS AND SYSTEMS,18,F,0
402,23JD1A0466,R2321043,ELECTRONIC DEVICES AND CIRCUITS,19,E,3
403,23JD1A0469,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,F,0
404,23JD1A0469,R2321042,SIGNALS AND SYSTEMS,20,F,0
405,23JD1A0473,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,F,0
406,23JD1A0473,R2321042,SIGNALS AND SYSTEMS,21,ABSENT,0
407,23JD1A0474,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,F,0
408,23JD1A0474,R2321042,SIGNALS AND SYSTEMS,20,ABSENT,0
409,23JD1A0474,R2321044,SWITCHING THEORY AND LOGIC DESIGN,22,F,0
410,23JD1A0475,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,17,F,0
411,23JD1A0475,R2321042,SIGNALS AND SYSTEMS,21,F,0
412,23JD1A0476,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,22,D,3
413,23JD1A0476,R2321043,ELECTRONIC DEVICES AND CIRCUITS,22,D,3
414,23JD1A0477,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,18,E,3
415,23JD1A0477,R2321042,SIGNALS AND SYSTEMS,21,F,0
416,23JD1A0477,R2321043,ELECTRONIC DEVICES AND CIRCUITS,18,E,3
417,23JD1A0477,R2321044,SWITCHING THEORY AND LOGIC DESIGN,19,ABSENT,0
418,23JD1A0480,R2321042,SIGNALS AND SYSTEMS,23,F,0
419,23JD1A0481,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,B,3
420,23JD1A0481,R2321044,SWITCHING THEORY AND LOGIC DESIGN,20,C,3
421,23JD1A0482,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,23,F,0
422,23JD1A0482,R2321042,SIGNALS AND SYSTEMS,22,B,3
423,23JD1A0493,R2321041,PROBABILITY THEORY AND STOCHASTIC PROCES,19,E,3
424,23JD1A0493,R2321043,ELECTRONIC DEVICES AND CIRCUITS,16,E,3
425,23JD1A0493,R2321044,SWITCHING THEORY AND LOGIC DESIGN,18,F,0
426,23JD1A0511,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,9,F,0
427,23JD1A0511,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,F,0
428,23JD1A0518,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,8,F,0
429,23JD1A0518,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,F,0
430,23JD1A0518,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,ABSENT,0
431,23JD1A0521,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,D,3
432,23JD1A0539,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,F,0
433,23JD1A0539,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,13,E,3
434,23JD1A0539,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,15,F,0
435,23JD1A0541,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,25,D,3
436,23JD1A0544,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,14,F,0
437,23JD1A0549,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
438,23JD1A0550,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,10,F,0
439,23JD1A0550,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,10,F,0
440,23JD1A0551,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,F,0
441,23JD1A0552,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,6,E,3
442,23JD1A0552,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,8,F,0
443,23JD1A0552,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,7,F,0
444,23JD1A0552,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,9,ABSENT,0
445,23JD1A0552,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,ABSENT,0
446,23JD1A0553,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,ABSENT,0
447,23JD1A0553,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,ABSENT,0
448,23JD1A0560,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,13,F,0
449,23JD1A0560,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,D,3
450,23JD1A0569,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,D,3
451,23JD1A0570,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,14,F,0
452,23JD1A0570,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,23,D,3
453,23JD1A0570,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,15,F,0
454,23JD1A0572,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,F,0
455,23JD1A0572,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,27,F,0
456,23JD1A0572,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0
457,23JD1A0576,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
458,23JD1A0576,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,18,F,0
459,23JD1A0576,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
460,23JD1A0576,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
461,23JD1A0577,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,E,3
462,23JD1A0577,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,22,F,0
463,23JD1A0577,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,ABSENT,0
464,23JD1A0584,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,F,0
465,23JD1A0587,R2321052,DIGITAL LOGIC & COMPUTER ORGANIZATION,24,ABSENT,0
466,23JD1A0587,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,ABSENT,0
467,23JD1A0592,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,D,3
468,23JD1A0593,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,13,E,3
469,23JD1A0593,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,23,D,3
470,23JD1A0594,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,F,0
471,23JD1A0597,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,F,0
472,23JD1A05A4,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,22,F,0
473,23JD1A05A6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,15,F,0
474,23JD1A05A6,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
475,23JD1A05A6,R2321056,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,24,C,1.5
476,23JD1A05A8,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,F,0
477,23JD1A05B0,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,19,E,3
478,23JD1A05B0,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,F,0
479,23JD1A4401,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,C,3
480,23JD1A4401,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
481,23JD1A4411,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,F,0
482,23JD1A4411,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,17,F,0
483,23JD1A4411,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
484,23JD1A4412,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,21,F,0
485,23JD1A4412,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,F,0
486,23JD1A4417,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,21,E,3
487,23JD1A4421,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,D,3
488,23JD1A4423,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,20,F,0
489,23JD1A4428,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,D,3
490,23JD1A4428,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
491,23JD1A4428,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,14,E,3
492,23JD1A4435,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,D,3
493,23JD1A4435,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
494,23JD1A4448,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
495,23JD1A4452,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,22,F,0
496,23JD1A4453,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,D,3
497,23JD1A4453,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,F,0
498,23JD1A4453,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
499,23JD1A4457,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,22,F,0
500,23JD1A4460,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,E,3
501,23JD1A4460,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,23,F,0
502,23JD1A4462,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,F,0
503,23JD1A4501,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,16,F,0
504,23JD1A4501,R2321451,DATABASE MANAGEMENT SYSTEMS,16,ABSENT,0
505,23JD1A4505,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,23,C,3
506,23JD1A4510,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,13,F,0
507,23JD1A4510,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
508,23JD1A4514,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,F,0
509,23JD1A4517,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,15,F,0
510,23JD1A4517,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,16,ABSENT,0
511,23JD1A4517,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,F,0
512,23JD1A4517,R2321451,DATABASE MANAGEMENT SYSTEMS,18,F,0
513,23JD1A4529,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,22,D,3
514,23JD1A4530,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,18,F,0
515,23JD1A4534,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,15,F,0
516,23JD1A4535,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,D,3
517,23JD1A4537,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,D,3
518,23JD1A4537,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,14,F,0
519,23JD1A4538,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,F,0
520,23JD1A4540,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,F,0
521,23JD1A4541,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,21,F,0
522,23JD1A4543,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,20,D,3
523,23JD1A4546,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,ABSENT,0
524,23JD1A4546,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,ABSENT,0
525,23JD1A4546,R2321451,DATABASE MANAGEMENT SYSTEMS,15,F,0
526,23JD1A4547,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,12,F,0
527,23JD1A4547,R2321451,DATABASE MANAGEMENT SYSTEMS,16,F,0
528,23JD1A4549,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
529,23JD1A4553,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,F,0
530,23JD1A4555,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,E,3
531,23JD1A4556,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,17,F,0
532,23JD1A4558,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,14,D,3
533,23JD1A4558,R2321451,DATABASE MANAGEMENT SYSTEMS,17,D,3
534,23JD1A4563,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,24,C,3
535,23JD1A4565,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
536,23JD1A4568,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,16,D,3
537,23JD1A4568,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,15,F,0
538,23JD1A4581,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,25,D,3
539,23JD1A4581,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,18,F,0
540,23JD1A4581,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,18,E,3
541,23JD1A4584,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,16,F,0
542,23JD1A4588,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,F,0
543,23JD1A4588,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
544,23JD1A4588,R2321451,DATABASE MANAGEMENT SYSTEMS,14,F,0
545,23JD1A4598,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,17,F,0
546,23JD1A45A1,R2321054,OBJECT ORIENTED PROGRAMMING THROUGH JAVA,19,F,0
547,23JD1A45A1,R2321451,DATABASE MANAGEMENT SYSTEMS,14,ABSENT,0
548,23JD1A45A3,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,13,E,3
549,23JD1A45A3,R2321053,ADVANCED DATA STRUCTURES & ALGORITHMS AN,20,F,0
550,23JD1A45B6,R2321051,DISCRETE MATHEMATICS & GRAPH THEORY,19,D,3
551,23JD5A0202,R2021021,MATHEMATICS-IV,20,F,0
552,23JD5A0202,R2021022,ELECTRONIC DEVICES AND CIRCUITS,20,D,3
553,23JD5A0210,R2021021,MATHEMATICS-IV,11,F,0
554,23JD5A0210,R2021025,ELECTRO MAGNETIC FIELDS,12,F,0
555,23JD5A0214,R2021025,ELECTRO MAGNETIC FIELDS,17,D,3
556,23JD5A0304,R2021011,MATHEMATICS-III,17,E,3
557,23JD5A0401,R2021011,MATHEMATICS-III,23,F,0
558,23JD5A0401,R2021042,SWITCHING THEORY AND LOGIC DESIGN,23,D,3
559,23JD5A0403,R2021043,SIGNALS AND SYSTEMS,17,E,3
560,23JD5A0405,R2021011,MATHEMATICS-III,11,F,0
561,23JD5A0405,R2021042,SWITCHING THEORY AND LOGIC DESIGN,19,D,3
562,23JD5A0405,R2021043,SIGNALS AND SYSTEMS,17,E,3
563,23JD5A0409,R2021011,MATHEMATICS-III,21,D,3
564,23JD5A0409,R2021043,SIGNALS AND SYSTEMS,16,F,0
565,23JD5A0409,R2021044,RANDOM VARIABLES AND STOCHASTIC PROCESSE,15,F,0
566,23JD5A0410,R2021011,MATHEMATICS-III,16,E,3
567,23JD5A0414,R2021011,MATHEMATICS-III,16,D,3
568,23JD5A4501,R2021011,MATHEMATICS-III,10,F,0
569,23JD5A4501,R2021422,OBJECT ORIENTED PROGRAMMING WITH JAVA,14,F,0
570,24JD1A0201,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,C,3
571,24JD1A0201,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
572,24JD1A0201,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,22,C,3
573,24JD1A0201,R2321022,ELECTRO MAGNETIC FIELD THEORY,21,F,0
574,24JD1A0201,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0
575,24JD1A0201,R2321024,DC MACHINES & TRANSFORMERS,22,A,3
576,24JD1A0201,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,27,S,1.5
577,24JD1A0201,R2321026,DCMACHINES&TRANSFORMERS LAB,27,S,1.5
578,24JD1A0201,R2321027,DATA STRUCTURES LAB,27,S,2
579,24JD1A0202,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,23,D,3
580,24JD1A0202,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,25,COMPLE,0
581,24JD1A0202,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,21,D,3
582,24JD1A0202,R2321022,ELECTRO MAGNETIC FIELD THEORY,22,F,0
583,24JD1A0202,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,23,F,0
584,24JD1A0202,R2321024,DC MACHINES & TRANSFORMERS,22,C,3
585,24JD1A0202,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,28,S,1.5
586,24JD1A0202,R2321026,DCMACHINES&TRANSFORMERS LAB,28,S,1.5
587,24JD1A0202,R2321027,DATA STRUCTURES LAB,26,S,2
588,24JD1A0203,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,24,C,3
589,24JD1A0203,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
590,24JD1A0203,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,23,D,3
591,24JD1A0203,R2321022,ELECTRO MAGNETIC FIELD THEORY,21,F,0
592,24JD1A0203,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,22,F,0
593,24JD1A0203,R2321024,DC MACHINES & TRANSFORMERS,23,E,3
594,24JD1A0203,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,27,S,1.5
595,24JD1A0203,R2321026,DCMACHINES&TRANSFORMERS LAB,27,S,1.5
596,24JD1A0203,R2321027,DATA STRUCTURES LAB,27,S,2
597,24JD1A0204,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,26,D,3
598,24JD1A0204,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
599,24JD1A0204,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,23,D,3
600,24JD1A0204,R2321022,ELECTRO MAGNETIC FIELD THEORY,23,F,0
601,24JD1A0204,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,21,E,3
602,24JD1A0204,R2321024,DC MACHINES & TRANSFORMERS,21,E,3
603,24JD1A0204,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,27,S,1.5
604,24JD1A0204,R2321026,DCMACHINES&TRANSFORMERS LAB,27,A,1.5
605,24JD1A0204,R2321027,DATA STRUCTURES LAB,26,S,2
606,24JD1A0205,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,D,3
607,24JD1A0205,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
608,24JD1A0205,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,24,C,3
609,24JD1A0205,R2321022,ELECTRO MAGNETIC FIELD THEORY,23,D,3
610,24JD1A0205,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,22,D,3
611,24JD1A0205,R2321024,DC MACHINES & TRANSFORMERS,21,C,3
612,24JD1A0205,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,28,S,1.5
613,24JD1A0205,R2321026,DCMACHINES&TRANSFORMERS LAB,27,S,1.5
614,24JD1A0205,R2321027,DATA STRUCTURES LAB,27,S,2
615,24JD1A0206,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,E,3
616,24JD1A0206,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
617,24JD1A0206,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,21,D,3
618,24JD1A0206,R2321022,ELECTRO MAGNETIC FIELD THEORY,22,D,3
619,24JD1A0206,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,22,F,0
620,24JD1A0206,R2321024,DC MACHINES & TRANSFORMERS,20,D,3
621,24JD1A0206,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,27,S,1.5
622,24JD1A0206,R2321026,DCMACHINES&TRANSFORMERS LAB,27,A,1.5
623,24JD1A0206,R2321027,DATA STRUCTURES LAB,26,S,2
624,24JD1A0207,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,21,E,3
625,24JD1A0207,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
626,24JD1A0207,R2321021,COMPLEX VARIABLES &NUMERICAL METHODS,21,D,3
627,24JD1A0207,R2321022,ELECTRO MAGNETIC FIELD THEORY,23,D,3
628,24JD1A0207,R2321023,ELECTRICAL CIRCUIT ANALYSIS-II,21,F,0
629,24JD1A0207,R2321024,DC MACHINES & TRANSFORMERS,24,E,3
630,24JD1A0207,R2321025,ELECTRICAL CIRCUIT ANALYSIS-II AND SIMUL,28,S,1.5
631,24JD1A0207,R2321026,DCMACHINES&TRANSFORMERS LAB,28,S,1.5
632,24JD1A0207,R2321027,DATA STRUCTURES LAB,27,S,2
633,24JD1A0301,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,26,D,3
634,24JD1A0301,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,30,COMPLE,0
635,24JD1A0301,R2321031,NUMERICAL METHODS AND TRANSFORM TECHNIQU,20,F,0
636,24JD1A0301,R2321032,THERMODYNAMICS,22,F,0
637,24JD1A0301,R2321033,MECHANICS OF SOLIDS,25,F,0
638,24JD1A0301,R2321034,MATERIAL SCIENCE AND METALLURGY,23,F,0
639,24JD1A0301,R2321035,MECHANICS OF SOLID SAND MATERIALS SCIENC,24,A,1.5
640,24JD1A0301,R2321036,COMPUTER-AIDED MACHINE DRAWING,28,B,1.5
641,24JD1A0301,R2321037,PYTHON PROGRAMMING LAB,27,B,1
642,24JD1A0301,R2321038,EMBEDDED SYSTEMS AND IOT,27,S,2
643,24JD1A0302,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,10,ABSENT,0
644,24JD1A0302,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,29,COMPLE,0
645,24JD1A0302,R2321031,NUMERICAL METHODS AND TRANSFORM TECHNIQU,8,ABSENT,0
646,24JD1A0302,R2321032,THERMODYNAMICS,9,ABSENT,0
647,24JD1A0302,R2321033,MECHANICS OF SOLIDS,7,ABSENT,0
648,24JD1A0302,R2321034,MATERIAL SCIENCE AND METALLURGY,9,ABSENT,0
649,24JD1A0302,R2321035,MECHANICS OF SOLID SAND MATERIALS SCIENC,5,ABSENT,0
650,24JD1A0302,R2321036,COMPUTER-AIDED MACHINE DRAWING,5,ABSENT,0
651,24JD1A0302,R2321037,PYTHON PROGRAMMING LAB,5,ABSENT,0
652,24JD1A0302,R2321038,EMBEDDED SYSTEMS AND IOT,5,ABSENT,0
653,24JD1A0303,R2321012,UNIVERSAL HUMAN VALUES-UNDERSTANDING HAR,20,D,3
654,24JD1A0303,R2321019,ENVIRONMENTAL SCIENCE(NON CREDITS SUBJEC,26,COMPLE,0
655,24JD1A0303,R2321031,NUMERICAL METHODS AND TRANSFORM TECHNIQU,22,F,0
656,24JD1A0303,R2321032,THERMODYNAMICS,21,F,0
657,24JD1A0303,R2321033,MECHANICS OF SOLIDS,22,F,0
658,24JD1A0303,R2321034,MATERIAL SCIENCE AND METALLURGY,24,F,0
659,24JD1A0303,R2321035,MECHANICS OF SOLID SAND MATERIALS SCIENC,26,S,1.5
